"Date","Price","Open","High","Low","Vol.","Change %"
"11/05/2018","8,573.48","8,563.37","8,590.76","8,563.37","13.16M","0.12%"
"11/02/2018","8,563.37","8,560.18","8,573.74","8,534.63","10.97M","0.04%"
"11/01/2018","8,560.18","8,519.21","8,567.60","8,519.21","5.49M","0.48%"
"10/31/2018","8,519.21","8,489.68","8,563.35","8,489.68","49.36M","0.35%"
"10/30/2018","8,489.68","8,504.83","8,551.61","8,488.29","8.32M","-0.18%"
"10/29/2018","8,504.83","8,412.36","8,516.81","8,412.36","18.06M","1.10%"
"10/26/2018","8,412.36","8,497.16","8,540.91","8,402.58","16.44M","-1.00%"
"10/25/2018","8,497.16","8,626.14","8,626.14","8,472.16","31.88M","-1.50%"
"10/24/2018","8,626.14","8,641.52","8,643.60","8,590.51","28.27M","-0.18%"
"10/23/2018","8,641.52","8,615.95","8,641.52","8,585.16","26.75M","0.30%"
"10/22/2018","8,615.95","8,600.27","8,636.95","8,584.29","22.49M","0.18%"
"10/19/2018","8,600.27","8,599.66","8,618.36","8,569.10","44.26M","0.01%"
"10/18/2018","8,599.66","8,670.30","8,677.01","8,599.50","43.44M","-0.81%"
"10/17/2018","8,670.30","8,560.32","8,670.30","8,545.75","34.73M","1.28%"
"10/16/2018","8,560.32","8,441.69","8,561.71","8,441.69","19.05M","1.41%"
"10/15/2018","8,441.69","8,393.90","8,460.08","8,391.98","18.48M","0.57%"
"10/12/2018","8,393.90","8,401.96","8,409.24","8,368.04","22.26M","-0.10%"
"10/11/2018","8,401.96","8,487.88","8,487.88","8,336.01","22.75M","-1.01%"
"10/10/2018","8,487.88","8,545.34","8,568.44","8,487.88","4.83M","-0.67%"
"10/09/2018","8,545.34","8,521.11","8,548.99","8,513.52","7.10M","0.28%"
"10/08/2018","8,521.11","8,554.15","8,577.76","8,519.35","5.01M","-0.39%"
"10/05/2018","8,554.15","8,512.01","8,580.70","8,505.77","17.51M","0.50%"
"10/04/2018","8,512.01","8,490.84","8,525.17","8,488.65","13.91M","0.25%"
"10/03/2018","8,490.84","8,511.54","8,556.12","8,485.15","17.50M","-0.24%"
"10/02/2018","8,511.54","8,441.26","8,511.54","8,429.94","25.11M","0.83%"
"10/01/2018","8,441.26","8,412.72","8,444.89","8,412.72","9.87M","0.34%"
"09/28/2018","8,412.72","8,446.41","8,457.44","8,404.65","10.01M","-0.40%"
"09/27/2018","8,446.41","8,374.90","8,450.58","8,356.17","16.55M","0.85%"
"09/26/2018","8,374.90","8,378.04","8,379.08","8,354.01","15.95M","-0.04%"
"09/25/2018","8,378.04","8,377.37","8,388.22","8,326.16","17.28M","0.01%"
"09/24/2018","8,377.37","8,382.72","8,427.97","8,361.61","22.41M","-0.06%"
"09/21/2018","8,382.72","8,354.33","8,418.71","8,337.49","100.37M","0.34%"
"09/20/2018","8,354.33","8,294.54","8,357.11","8,281.28","45.10M","0.72%"
"09/19/2018","8,294.54","8,286.98","8,314.70","8,262.45","11.14M","0.09%"
"09/18/2018","8,286.98","8,170.91","8,286.98","8,165.73","33.61M","1.42%"
"09/17/2018","8,170.91","8,162.69","8,185.52","8,156.47","30.60M","0.10%"
"09/14/2018","8,162.69","8,206.00","8,223.39","8,158.51","17.50M","-0.53%"
"09/13/2018","8,206.00","8,261.86","8,280.59","8,200.06","66.58M","-0.68%"
"09/12/2018","8,261.86","8,282.11","8,304.11","8,259.10","4.36M","-0.24%"
"09/11/2018","8,282.11","8,331.45","8,331.45","8,282.11","25.66M","-0.59%"
"09/10/2018","8,331.45","8,304.71","8,336.57","8,281.62","6.16M","0.32%"
"09/07/2018","8,304.71","8,321.09","8,332.88","8,297.32","20.00M","-0.20%"
"09/06/2018","8,321.09","8,313.26","8,353.10","8,313.26","15.16M","0.09%"
"09/05/2018","8,313.26","8,346.07","8,346.07","8,304.70","13.36M","-0.39%"
"09/04/2018","8,346.07","8,309.44","8,346.24","8,305.58","5.24M","0.44%"
"09/03/2018","8,309.44","8,274.54","8,355.69","8,274.54","7.17M","0.42%"
"08/31/2018","8,274.54","8,342.44","8,350.69","8,274.54","20.74M","-0.81%"
"08/30/2018","8,342.44","8,332.93","8,369.34","8,309.91","15.45M","0.11%"
"08/29/2018","8,332.93","8,373.53","8,378.91","8,329.18","6.46M","-0.48%"
"08/28/2018","8,373.53","8,301.28","8,373.53","8,267.72","21.65M","0.87%"
"08/27/2018","8,301.28","8,271.66","8,306.78","8,260.05","8.35M","0.36%"
"08/24/2018","8,271.66","8,207.23","8,283.90","8,197.28","7.61M","0.79%"
"08/23/2018","8,207.23","8,189.52","8,207.23","8,172.29","4.31M","0.22%"
"08/22/2018","8,189.52","8,211.84","8,239.00","8,188.12","10.95M","-0.27%"
"08/21/2018","8,211.84","8,234.80","8,238.96","8,188.68","40.32M","-0.28%"
"08/20/2018","8,234.80","8,185.49","8,242.26","8,183.19","9.01M","0.60%"
"08/17/2018","8,185.49","8,127.85","8,186.88","8,127.85","21.09M","0.71%"
"08/16/2018","8,127.85","8,084.04","8,161.53","8,072.62","25.56M","0.54%"
"08/14/2018","8,084.04","8,095.38","8,126.39","8,077.73","41.76M","-0.14%"
"08/13/2018","8,095.38","8,154.49","8,183.18","8,085.67","23.28M","-0.72%"
"08/10/2018","8,154.49","8,203.98","8,214.80","8,135.38","15.61M","-0.60%"
"08/09/2018","8,203.98","8,231.38","8,243.02","8,189.63","28.36M","-0.33%"
"08/08/2018","8,231.38","8,189.94","8,239.97","8,179.74","18.61M","0.51%"
"08/07/2018","8,189.94","8,187.05","8,205.80","8,162.36","5.38M","0.04%"
"08/06/2018","8,187.05","8,088.71","8,195.08","8,071.01","7.59M","1.22%"
"08/03/2018","8,088.71","7,994.11","8,088.71","7,994.11","6.44M","1.18%"
"08/02/2018","7,994.11","8,012.24","8,074.50","7,972.08","13.16M","-0.23%"
"08/01/2018","8,012.24","7,977.74","8,050.96","7,977.74","13.18M","0.43%"
"07/31/2018","7,977.74","8,060.24","8,085.71","7,977.74","10.48M","-1.02%"
"07/30/2018","8,060.24","8,040.78","8,098.41","8,040.78","9.10M","0.24%"
"07/27/2018","8,040.78","8,016.71","8,049.96","8,013.90","5.57M","0.30%"
"07/26/2018","8,016.71","7,953.86","8,020.90","7,953.86","8.19M","0.79%"
"07/25/2018","7,953.86","7,954.72","7,975.42","7,929.82","5.24M","-0.01%"
"07/24/2018","7,954.72","7,949.39","7,968.03","7,932.55","7.55M","0.07%"
"07/23/2018","7,949.39","7,898.09","7,976.77","7,898.09","4.60M","0.65%"
"07/20/2018","7,898.09","7,863.76","7,951.21","7,848.11","19.51M","0.44%"
"07/19/2018","7,863.76","7,990.15","7,990.15","7,850.84","20.51M","-1.58%"
"07/18/2018","7,990.15","8,005.25","8,031.89","7,985.76","2.19M","-0.19%"
"07/17/2018","8,005.25","7,984.18","8,036.93","7,984.18","11.90M","0.26%"
"07/16/2018","7,984.18","7,933.45","7,995.76","7,928.72","9.68M","0.64%"
"07/13/2018","7,933.45","7,920.42","7,948.26","7,920.04","2.59M","0.16%"
"07/12/2018","7,920.42","7,892.87","7,947.87","7,892.87","6.06M","0.35%"
"07/11/2018","7,892.87","7,876.10","7,931.86","7,857.69","10.69M","0.21%"
"07/10/2018","7,876.10","7,865.40","7,898.98","7,849.03","14.18M","0.14%"
"07/09/2018","7,865.40","7,835.34","7,880.63","7,833.84","3.93M","0.38%"
"07/06/2018","7,835.34","7,814.50","7,858.03","7,812.57","7.17M","0.27%"
"07/05/2018","7,814.50","7,899.99","7,903.57","7,751.77","7.93M","-1.08%"
"07/04/2018","7,899.99","7,943.05","8,015.77","7,898.60","12.44M","-0.54%"
"07/03/2018","7,943.05","8,020.17","8,093.52","7,943.05","21.27M","-0.96%"
"07/02/2018","8,020.17","8,087.01","8,132.02","8,020.17","7.55M","-0.83%"
"06/29/2018","8,087.01","7,990.67","8,118.77","7,990.67","23.60M","1.21%"
"06/28/2018","7,990.67","7,940.99","8,008.60","7,897.97","14.34M","0.63%"
"06/27/2018","7,940.99","7,965.38","7,992.45","7,913.56","23.04M","-0.31%"
"06/26/2018","7,965.38","7,965.65","7,995.61","7,958.46","11.56M","0.00%"
"06/25/2018","7,965.65","8,108.84","8,119.10","7,947.84","8.89M","-1.77%"
"06/22/2018","8,108.84","8,124.00","8,137.67","8,068.85","5.13M","-0.19%"
"06/21/2018","8,124.00","8,135.47","8,150.20","8,092.82","17.06M","-0.14%"
"06/20/2018","8,135.47","8,087.71","8,135.47","8,054.55","8.16M","0.59%"
"06/19/2018","8,087.71","8,163.77","8,177.22","8,087.71","9.71M","-0.93%"
"06/18/2018","8,163.77","8,201.28","8,252.79","8,163.77","5.04M","-0.46%"
"06/15/2018","8,201.28","8,165.00","8,244.06","8,164.81","7.18M","0.44%"
"06/14/2018","8,165.00","8,292.54","8,300.02","8,160.81","5.91M","-1.54%"
"06/13/2018","8,292.54","8,292.01","8,320.54","8,281.59","6.78M","0.01%"
"06/12/2018","8,292.01","8,257.51","8,302.30","8,257.51","7.61M","0.42%"
"06/11/2018","8,257.51","8,253.12","8,279.33","8,247.65","12.64M","0.05%"
"06/08/2018","8,253.12","8,284.58","8,285.52","8,166.05","11.29M","-0.38%"
"06/07/2018","8,284.58","8,289.31","8,291.66","8,246.33","20.21M","-0.06%"
"06/06/2018","8,289.31","8,250.17","8,289.31","8,223.96","17.45M","0.47%"
"06/05/2018","8,250.17","8,093.25","8,259.20","8,085.89","21.05M","1.94%"
"06/04/2018","8,093.25","8,080.10","8,131.41","7,996.70","14.28M","0.16%"
"05/31/2018","8,080.10","8,018.66","8,221.94","7,961.09","18.98M","0.77%"
"05/30/2018","8,018.66","8,201.96","8,204.56","7,992.30","20.44M","-2.23%"
"05/29/2018","8,201.96","8,263.10","8,300.56","8,201.16","16.71M","-0.74%"
"05/25/2018","8,263.10","8,264.44","8,301.46","8,259.39","7.90M","-0.02%"
"05/24/2018","8,264.44","8,345.65","8,368.89","8,263.83","7.69M","-0.97%"
"05/23/2018","8,345.65","8,429.08","8,444.99","8,334.67","9.06M","-0.99%"
"05/22/2018","8,429.08","8,260.86","8,442.64","8,260.51","14.10M","2.04%"
"05/21/2018","8,260.86","8,409.70","8,409.70","8,238.09","22.81M","-1.77%"
"05/18/2018","8,409.70","8,511.49","8,561.65","8,376.32","14.49M","-1.20%"
"05/17/2018","8,511.49","8,576.50","8,640.86","8,511.49","37.15M","-0.76%"
"05/16/2018","8,576.50","8,680.35","8,706.39","8,569.92","11.81M","-1.20%"
"05/15/2018","8,680.35","8,755.58","8,774.03","8,643.55","6.55M","-0.86%"
"05/14/2018","8,755.58","8,775.91","8,814.78","8,748.87","1.90M","-0.23%"
"05/11/2018","8,775.91","8,811.22","8,836.63","8,767.51","17.44M","-0.40%"
"05/10/2018","8,811.22","8,750.27","8,825.12","8,749.98","11.79M","0.70%"
"05/09/2018","8,750.27","8,762.92","8,801.30","8,735.87","33.12M","-0.14%"
"05/08/2018","8,762.92","8,849.35","8,867.56","8,744.79","14.87M","-0.98%"
"05/07/2018","8,849.35","8,788.32","8,868.00","8,788.32","35.17M","0.69%"
"05/04/2018","8,788.32","8,705.10","8,797.22","8,702.71","1.75M","0.96%"
"05/03/2018","8,705.10","8,731.02","8,796.11","8,695.34","6.81M","-0.30%"
"05/02/2018","8,731.02","8,713.14","8,777.45","8,713.14","12.15M","0.21%"
"04/30/2018","8,713.14","8,780.22","8,827.05","8,713.14","5.15M","-0.76%"
"04/27/2018","8,780.22","8,906.42","8,944.32","8,741.97","18.17M","-1.42%"
"04/26/2018","8,906.42","9,006.10","9,048.97","8,906.42","10.38M","-1.11%"
"04/25/2018","9,006.10","9,005.21","9,015.61","8,994.23","43.51M","0.01%"
"04/24/2018","9,005.21","8,957.03","9,005.21","8,957.03","18.40M","0.54%"
"04/23/2018","8,957.03","8,920.49","8,964.14","8,913.84","28.83M","0.41%"
"04/20/2018","8,920.49","8,952.47","8,955.96","8,913.12","27.94M","-0.36%"
"04/19/2018","8,952.47","8,933.46","8,963.11","8,916.97","19.02M","0.21%"
"04/18/2018","8,933.46","8,926.65","8,945.65","8,915.83","9.13M","0.08%"
"04/17/2018","8,926.65","8,903.60","8,931.69","8,885.01","10.08M","0.26%"
"04/16/2018","8,903.60","8,871.04","8,925.23","8,871.04","4.28M","0.37%"
"04/13/2018","8,871.04","8,928.03","8,940.52","8,842.94","9.65M","-0.64%"
"04/12/2018","8,928.03","8,828.34","8,928.03","8,827.00","24.56M","1.13%"
"04/11/2018","8,828.34","8,841.74","8,878.92","8,799.93","29.38M","-0.15%"
"04/10/2018","8,841.74","8,861.11","8,869.79","8,836.37","38.59M","-0.22%"
"04/05/2018","8,861.11","8,756.18","8,861.11","8,755.83","26.69M","1.20%"
"04/04/2018","8,756.18","8,764.69","8,776.14","8,717.18","9.97M","-0.10%"
"04/03/2018","8,764.69","8,769.26","8,769.26","8,702.18","22.21M","-0.05%"
"04/02/2018","8,769.26","8,714.17","8,769.26","8,698.20","2.14M","0.63%"
"03/30/2018","8,714.17","8,680.28","8,735.40","8,678.94","985.17K","0.39%"
"03/29/2018","8,680.28","8,726.88","8,736.24","8,680.28","26.84M","-0.53%"
"03/28/2018","8,726.88","8,740.63","8,755.31","8,681.37","13.70M","-0.16%"
"03/27/2018","8,740.63","8,722.84","8,783.55","8,711.96","29.45M","0.20%"
"03/26/2018","8,722.84","8,660.99","8,734.25","8,638.34","23.50M","0.71%"
"03/23/2018","8,660.99","8,643.85","8,665.82","8,561.06","32.96M","0.20%"
"03/22/2018","8,643.85","8,790.59","8,793.41","8,628.67","37.96M","-1.67%"
"03/21/2018","8,790.59","8,731.99","8,796.99","8,729.86","37.01M","0.67%"
"03/20/2018","8,731.99","8,775.38","8,783.41","8,714.99","24.61M","-0.49%"
"03/19/2018","8,775.38","8,816.96","8,822.06","8,767.76","42.79M","-0.47%"
"03/16/2018","8,816.96","8,687.83","8,816.96","8,686.45","34.40M","1.49%"
"03/15/2018","8,687.83","8,601.51","8,688.33","8,593.32","16.99M","1.00%"
"03/14/2018","8,601.51","8,608.30","8,631.03","8,591.50","9.24M","-0.08%"
"03/13/2018","8,608.30","8,559.15","8,618.95","8,559.15","15.47M","0.57%"
"03/12/2018","8,559.15","8,477.18","8,584.81","8,475.22","13.93M","0.97%"
"03/09/2018","8,477.18","8,471.65","8,484.71","8,459.94","24.19M","0.07%"
"03/08/2018","8,471.65","8,443.16","8,471.94","8,437.85","13.53M","0.34%"
"03/07/2018","8,443.16","8,432.84","8,445.05","8,412.26","15.14M","0.12%"
"03/06/2018","8,432.84","8,384.01","8,439.78","8,384.01","16.74M","0.58%"
"03/05/2018","8,384.01","8,352.22","8,384.01","8,335.26","5.59M","0.38%"
"03/02/2018","8,352.22","8,411.68","8,419.47","8,314.86","13.76M","-0.71%"
"03/01/2018","8,411.68","8,452.41","8,452.41","8,393.31","10.23M","-0.48%"
"02/28/2018","8,452.41","8,415.23","8,452.41","8,378.99","15.33M","0.44%"
"02/27/2018","8,415.23","8,379.01","8,415.23","8,379.01","22.94M","0.43%"
"02/26/2018","8,379.01","8,356.13","8,383.66","8,335.97","21.22M","0.27%"
"02/23/2018","8,356.13","8,290.73","8,356.13","8,283.89","3.64M","0.79%"
"02/22/2018","8,290.73","8,281.28","8,296.30","8,257.62","6.77M","0.11%"
"02/21/2018","8,281.28","8,307.04","8,330.62","8,272.72","6.00M","-0.31%"
"02/20/2018","8,307.04","8,315.03","8,334.71","8,298.32","12.89M","-0.10%"
"02/19/2018","8,315.03","8,328.50","8,344.51","8,301.47","10.97M","-0.16%"
"02/16/2018","8,328.50","8,258.97","8,329.36","8,258.97","10.95M","0.84%"
"02/15/2018","8,258.97","8,167.16","8,296.04","8,165.14","18.70M","1.12%"
"02/14/2018","8,167.16","8,138.07","8,182.67","8,128.94","5.87M","0.36%"
"02/13/2018","8,138.07","8,109.49","8,177.98","8,109.49","10.71M","0.35%"
"02/12/2018","8,109.49","8,002.55","8,138.98","8,002.55","4.80M","1.34%"
"02/09/2018","8,002.55","8,067.56","8,067.56","7,917.22","9.24M","-0.81%"
"02/08/2018","8,067.56","8,014.29","8,082.94","8,008.11","8.72M","0.66%"
"02/07/2018","8,014.29","8,007.41","8,188.56","8,004.09","12.42M","0.09%"
"02/06/2018","8,007.41","8,181.68","8,181.68","7,842.55","26.87M","-2.13%"
"02/05/2018","8,181.68","8,243.25","8,243.52","8,122.89","11.21M","-0.75%"
"02/02/2018","8,243.25","8,318.61","8,340.58","8,227.44","6.69M","-0.91%"
"02/01/2018","8,318.61","8,370.46","8,408.23","8,318.17","8.88M","-0.62%"
"01/31/2018","8,370.46","8,363.37","8,379.61","8,341.50","19.29M","0.08%"
"01/30/2018","8,363.37","8,423.91","8,423.91","8,327.14","13.39M","-0.72%"
"01/29/2018","8,423.91","8,434.44","8,460.92","8,400.40","7.01M","-0.12%"
"01/26/2018","8,434.44","8,413.46","8,450.45","8,406.60","9.47M","0.25%"
"01/25/2018","8,413.46","8,436.41","8,465.91","8,384.70","89.35M","-0.27%"
"01/23/2018","8,436.41","8,490.52","8,507.11","8,420.94","28.79M","-0.64%"
"01/22/2018","8,490.52","8,361.95","8,490.52","8,330.35","16.70M","1.54%"
"01/19/2018","8,361.95","8,374.67","8,380.97","8,347.28","8.66M","-0.15%"
"01/18/2018","8,374.67","8,316.59","8,374.92","8,313.93","10.00M","0.70%"
"01/17/2018","8,316.59","8,233.13","8,316.59","8,231.33","10.26M","1.01%"
"01/16/2018","8,233.13","8,254.85","8,256.48","8,173.01","10.85M","-0.26%"
"01/15/2018","8,254.85","8,269.05","8,269.05","8,209.96","10.04M","-0.17%"
"01/12/2018","8,269.05","8,167.91","8,269.05","8,167.19","27.88M","1.24%"
"01/11/2018","8,167.91","8,034.85","8,171.65","8,034.67","17.00M","1.66%"
"01/10/2018","8,034.85","8,034.76","8,041.70","8,017.26","29.09M","0.00%"
"01/09/2018","8,034.76","7,982.75","8,034.76","7,980.11","13.55M","0.65%"
"01/08/2018","7,982.75","7,985.82","8,010.41","7,938.95","6.59M","-0.04%"
"01/05/2018","7,985.82","7,965.70","8,008.74","7,964.90","19.59M","0.25%"
"01/04/2018","7,965.70","7,910.81","7,965.70","7,901.59","15.55M","0.69%"
"01/03/2018","7,910.81","7,753.74","7,910.81","7,753.74","26.14M","2.03%"
"12/29/2017","7,753.74","7,722.36","7,768.85","7,706.52","4.79M","0.41%"
"12/28/2017","7,722.36","7,722.38","7,746.18","7,709.35","6.59M","0.00%"
"12/27/2017","7,722.38","7,796.52","7,805.45","7,721.81","5.46M","-0.95%"
"12/22/2017","7,796.52","7,794.33","7,823.37","7,783.32","9.95M","0.03%"
"12/21/2017","7,794.33","7,800.40","7,818.08","7,766.16","14.57M","-0.08%"
"12/20/2017","7,800.40","7,769.44","7,813.71","7,769.44","57.92M","0.40%"
"12/19/2017","7,769.44","7,665.49","7,781.00","7,665.49","17.73M","1.36%"
"12/18/2017","7,665.49","7,603.31","7,677.84","7,603.31","106.27M","0.82%"
"12/15/2017","7,603.31","7,587.26","7,648.19","7,570.95","23.01M","0.21%"
"12/14/2017","7,587.26","7,546.07","7,589.12","7,510.75","10.29M","0.55%"
"12/13/2017","7,546.07","7,591.68","7,596.81","7,413.95","29.79M","-0.60%"
"12/12/2017","7,591.68","7,614.51","7,647.71","7,564.63","24.00M","-0.30%"
"12/11/2017","7,614.51","7,693.55","7,708.46","7,614.51","8.31M","-1.03%"
"12/08/2017","7,693.55","7,671.61","7,693.55","7,663.48","9.26M","0.29%"
"12/07/2017","7,671.61","7,670.16","7,709.36","7,636.47","19.40M","0.02%"
"12/06/2017","7,670.16","7,720.17","7,765.11","7,670.16","18.46M","-0.65%"
"12/05/2017","7,720.17","7,782.46","7,807.95","7,720.17","9.29M","-0.80%"
"12/04/2017","7,782.46","7,796.21","7,818.64","7,776.04","30.74M","-0.18%"
"11/29/2017","7,796.21","7,802.62","7,826.15","7,791.90","38.00M","-0.08%"
"11/28/2017","7,802.62","7,737.64","7,808.35","7,737.64","18.86M","0.84%"
"11/27/2017","7,737.64","7,782.80","7,798.82","7,722.07","5.13M","-0.58%"
"11/24/2017","7,782.80","7,778.69","7,832.43","7,777.67","37.03M","0.05%"
"11/23/2017","7,778.69","7,772.96","7,804.31","7,770.43","7.23M","0.07%"
"11/22/2017","7,772.96","7,818.89","7,834.18","7,751.80","11.31M","-0.59%"
"11/21/2017","7,818.89","7,813.85","7,835.50","7,803.26","7.40M","0.06%"
"11/20/2017","7,813.85","7,772.14","7,836.85","7,766.79","9.72M","0.54%"
"11/17/2017","7,772.14","7,716.26","7,774.77","7,716.26","4.22M","0.72%"
"11/16/2017","7,716.26","7,731.54","7,742.00","7,688.69","13.51M","-0.20%"
"11/15/2017","7,731.54","7,804.73","7,839.83","7,720.28","12.01M","-0.94%"
"11/14/2017","7,804.73","7,738.66","7,832.05","7,738.66","19.47M","0.85%"
"11/13/2017","7,738.66","7,771.63","7,804.62","7,738.48","9.48M","-0.42%"
"11/10/2017","7,771.63","7,746.99","7,796.10","7,746.99","19.35M","0.32%"
"11/09/2017","7,746.99","7,777.27","7,794.82","7,735.91","13.48M","-0.39%"
"11/08/2017","7,777.27","7,747.69","7,788.91","7,747.41","14.74M","0.38%"
"11/07/2017","7,747.69","7,784.05","7,787.96","7,723.77","34.11M","-0.47%"
"11/06/2017","7,784.05","7,748.23","7,786.48","7,712.78","13.12M","0.46%"
"11/03/2017","7,748.23","7,776.39","7,825.30","7,740.40","15.29M","-0.36%"
"11/02/2017","7,776.39","7,790.33","7,849.20","7,776.39","5.88M","-0.18%"
"11/01/2017","7,790.33","7,842.76","7,860.21","7,790.33","21.03M","-0.67%"
"10/31/2017","7,842.76","7,845.51","7,854.70","7,804.23","17.12M","-0.04%"
"10/30/2017","7,845.51","7,857.79","7,872.08","7,806.97","13.12M","-0.16%"
"10/27/2017","7,857.79","7,879.53","7,889.99","7,837.68","7.31M","-0.28%"
"10/26/2017","7,879.53","7,880.70","7,893.79","7,864.47","17.85M","-0.01%"
"10/25/2017","7,880.70","7,890.90","7,897.56","7,839.54","11.80M","-0.13%"
"10/24/2017","7,890.90","7,900.58","7,919.19","7,871.28","12.19M","-0.12%"
"10/23/2017","7,900.58","7,933.48","7,952.73","7,900.58","15.57M","-0.41%"
"10/20/2017","7,933.48","8,005.77","8,035.27","7,933.48","5.46M","-0.90%"
"10/19/2017","8,005.77","8,053.35","8,067.94","8,002.34","15.54M","-0.59%"
"10/18/2017","8,053.35","8,063.80","8,072.75","8,039.86","16.81M","-0.13%"
"10/17/2017","8,063.80","8,032.38","8,073.15","8,030.52","18.04M","0.39%"
"10/16/2017","8,032.38","8,034.96","8,048.46","8,025.56","18.90M","-0.03%"
"10/13/2017","8,034.96","7,997.22","8,044.08","7,997.22","16.87M","0.47%"
"10/12/2017","7,997.22","8,004.84","8,014.18","7,991.20","6.12M","-0.10%"
"10/11/2017","8,004.84","8,022.51","8,022.65","7,984.95","11.00M","-0.22%"
"10/10/2017","8,022.51","8,006.37","8,032.57","7,996.71","20.48M","0.20%"
"10/09/2017","8,006.37","7,984.32","8,026.03","7,981.81","8.61M","0.28%"
"10/06/2017","7,984.32","7,904.62","7,993.03","7,895.81","13.81M","1.01%"
"10/05/2017","7,904.62","7,888.66","7,917.65","7,883.63","5.06M","0.20%"
"10/04/2017","7,888.66","7,888.01","7,917.81","7,795.71","8.89M","0.01%"
"10/03/2017","7,888.01","7,894.26","7,929.94","7,888.01","4.20M","-0.08%"
"10/02/2017","7,894.26","7,877.92","7,937.74","7,869.69","9.58M","0.21%"
"09/29/2017","7,877.92","7,934.63","7,951.97","7,876.04","21.32M","-0.71%"
"09/28/2017","7,934.63","7,914.24","7,936.62","7,893.24","12.40M","0.26%"
"09/27/2017","7,914.24","7,942.50","7,991.96","7,901.24","12.02M","-0.36%"
"09/26/2017","7,942.50","7,888.64","7,942.50","7,888.64","49.03M","0.68%"
"09/25/2017","7,888.64","7,848.10","7,898.49","7,838.06","61.86M","0.52%"
"09/22/2017","7,848.10","7,886.13","7,913.16","7,843.88","17.67M","-0.48%"
"09/21/2017","7,886.13","7,918.05","7,919.92","7,882.71","38.13M","-0.40%"
"09/20/2017","7,918.05","7,977.03","7,981.76","7,893.17","43.89M","-0.74%"
"09/19/2017","7,977.03","7,995.97","8,039.59","7,963.58","14.61M","-0.24%"
"09/18/2017","7,995.97","8,013.32","8,089.00","7,992.84","6.77M","-0.22%"
"09/15/2017","8,013.32","8,024.04","8,091.26","8,013.32","10.39M","-0.13%"
"09/14/2017","8,024.04","8,040.06","8,068.53","8,018.21","8.58M","-0.20%"
"09/13/2017","8,040.06","8,009.44","8,064.85","8,009.44","23.12M","0.38%"
"09/12/2017","8,009.44","8,058.72","8,085.67","8,004.74","20.65M","-0.61%"
"09/11/2017","8,058.72","7,862.15","8,058.72","7,862.15","19.55M","2.50%"
"09/08/2017","7,862.15","7,978.62","7,979.87","7,767.04","62.02M","-1.46%"
"09/07/2017","7,978.62","8,015.73","8,055.99","7,969.58","9.54M","-0.46%"
"09/06/2017","8,015.73","8,057.58","8,062.66","8,010.73","10.84M","-0.52%"
"09/05/2017","8,057.58","8,028.54","8,095.85","8,028.54","6.63M","0.36%"
"09/04/2017","8,028.54","8,119.76","8,138.65","8,028.54","7.89M","-1.12%"
"09/01/2017","8,119.76","8,052.03","8,181.62","8,052.03","14.96M","0.84%"
"08/31/2017","8,052.03","8,226.60","8,271.35","8,019.00","43.94M","-2.12%"
"08/30/2017","8,226.60","8,307.53","8,337.49","8,206.00","13.11M","-0.97%"
"08/29/2017","8,307.53","8,363.14","8,363.37","8,272.55","4.64M","-0.66%"
"08/28/2017","8,363.14","8,378.93","8,382.70","8,338.76","1.76M","-0.19%"
"08/25/2017","8,378.93","8,348.76","8,397.31","8,341.94","2.92M","0.36%"
"08/24/2017","8,348.76","8,352.09","8,367.29","8,325.82","4.15M","-0.04%"
"08/23/2017","8,352.09","8,351.58","8,355.56","8,329.56","10.97M","0.01%"
"08/22/2017","8,351.58","8,317.95","8,368.67","8,297.92","11.99M","0.40%"
"08/21/2017","8,317.95","8,302.86","8,350.05","8,301.51","3.81M","0.18%"
"08/18/2017","8,302.86","8,332.36","8,342.77","8,300.46","19.57M","-0.35%"
"08/17/2017","8,332.36","8,292.20","8,359.27","8,292.20","33.36M","0.48%"
"08/16/2017","8,292.20","8,334.28","8,344.84","8,250.71","13.44M","-0.50%"
"08/14/2017","8,334.28","8,317.31","8,345.15","8,309.59","8.16M","0.20%"
"08/11/2017","8,317.31","8,331.22","8,376.62","8,287.05","11.13M","-0.17%"
"08/10/2017","8,331.22","8,395.13","8,454.27","8,331.22","9.14M","-0.76%"
"08/09/2017","8,395.13","8,454.63","8,504.87","8,391.30","11.86M","-0.70%"
"08/08/2017","8,454.63","8,373.74","8,465.52","8,373.74","8.49M","0.97%"
"08/07/2017","8,373.74","8,328.92","8,379.13","8,314.29","7.51M","0.54%"
"08/04/2017","8,328.92","8,340.84","8,359.60","8,319.30","6.24M","-0.14%"
"08/03/2017","8,340.84","8,299.22","8,357.20","8,298.87","9.69M","0.50%"
"08/02/2017","8,299.22","8,285.16","8,334.46","8,285.16","10.67M","0.17%"
"08/01/2017","8,285.16","8,276.55","8,322.34","8,276.55","5.93M","0.10%"
"07/31/2017","8,276.55","8,303.03","8,369.84","8,276.55","20.03M","-0.32%"
"07/28/2017","8,303.03","8,319.57","8,335.52","8,303.03","6.69M","-0.20%"
"07/27/2017","8,319.57","8,323.40","8,342.51","8,305.91","4.30M","-0.05%"
"07/26/2017","8,323.40","8,328.73","8,350.85","8,313.78","4.81M","-0.06%"
"07/25/2017","8,328.73","8,340.23","8,346.17","8,312.90","11.79M","-0.14%"
